iso3c,country,variablename,dimension,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
AZE,Azerbaijan,Conflict risk,Security,,,,,,,,,5,
AZE,Azerbaijan,Control over territory,Security,,,,,,,,,82.25,
AZE,Azerbaijan,Corruption,Political,,,,,,,,,25,
AZE,Azerbaijan,Debt,Economic,,,,,,,,,18.754,
AZE,Azerbaijan,Disaster risk,Environmental,,,,,,,,,4.9,
AZE,Azerbaijan,Education,Economic,,,,,,,,,0.694,
AZE,Azerbaijan,Environmental performance,Environmental,,,,,,,,,62.33,
AZE,Azerbaijan,Food insecurity,Economic,,,,,,,,,1.3,
AZE,Azerbaijan,Food insecurity,Environmental,,,,,,,,,1.3,
AZE,Azerbaijan,Formal alliances,Security,,,,,,,14,,,
AZE,Azerbaijan,GDP growth,Economic,,,,,,,,,0.512193852983529,
AZE,Azerbaijan,Gender discrimination,Security,,,,,,,,42.8,,
AZE,Azerbaijan,Gender inequality,Societal,,,,,,,,,0.321,
AZE,Azerbaijan,GINI,Societal,,,,,,,,50.7999992370605,,
AZE,Azerbaijan,Government effectiveness,Environmental,,,,,,,,,-0.1004674,
AZE,Azerbaijan,Government effectiveness,Political,,,,,,,,,-0.1004674,
AZE,Azerbaijan,Homicide rate,Security,,,,,,,,2,,
AZE,Azerbaijan,Horizontal inequality,Societal,,,,,,,,,0.721,
AZE,Azerbaijan,Impact of terrorism,Security,,,,,,,,,0.698,
AZE,Azerbaijan,Infectious diseases,Environmental,,,,,,,,45.2200443084702,,
AZE,Azerbaijan,Judicial constraints,Political,,,,,,,,,0.012,
AZE,Azerbaijan,Legislative constraints,Political,,,,,,,,,0.066,
AZE,Azerbaijan,Non-state and one-sided violence,Security,,,,,,,,,0,
AZE,Azerbaijan,Physical integrity,Political,,,,,,,,,0.512,
AZE,Azerbaijan,Police officers,Security,,,,,,,,,,1.675
AZE,Azerbaijan,Regional government independence,Political,,,,,,,,,0.012,
AZE,Azerbaijan,Regulatory quality,Economic,,,,,,,,,-0.3807242,
AZE,Azerbaijan,Remoteness,Economic,,,,,,,28.6404132843018,,,
AZE,Azerbaijan,Resource dependence,Economic,,,,,,,,21.0190254292548,,
AZE,Azerbaijan,Rule of law,Environmental,,,,,,,,,-0.6002176,
AZE,Azerbaijan,Rule of law,Security,,,,,,,,,-0.6002176,
AZE,Azerbaijan,Share of women in labour force,Economic,,,,,,,,,,90.7198101672092
AZE,Azerbaijan,Socio-economic vulnerability,Economic,,,,,,,,,2.2,
AZE,Azerbaijan,Socio-economic vulnerability,Environmental,,,,,,,,,2.2,
AZE,Azerbaijan,Stability,Political,,,,,,,,,-0.6967331,
AZE,Azerbaijan,Strength of civil society,Environmental,,,,,,,,,0.098,
AZE,Azerbaijan,Strength of civil society,Societal,,,,,,,,,0.098,
AZE,Azerbaijan,Unemployment rate,Economic,,,,,,,,,5.21999979019165,
AZE,Azerbaijan,Uprooted people,Societal,,,,,,,,,8.1,
AZE,Azerbaijan,Urbanisation,Environmental,,,,,,,,,1.49919878086075,
AZE,Azerbaijan,Urbanisation,Societal,,,,,,,,,1.49919878086075,
AZE,Azerbaijan,Violent crime,Security,,,,,,,1.66666666666667,,,
AZE,Azerbaijan,Voice and accountability,Political,,,,,,,,,-1.497994,
AZE,Azerbaijan,Voice and accountability,Societal,,,,,,,,,-1.497994,
AZE,Azerbaijan,Women in parliament,Political,,,,,,,,,16.8,
BDI,Burundi,Access to justice,Societal,,,,,,,,,0.134,
BDI,Burundi,Aid dependency,Economic,,,,,,,,,3.7,
BDI,Burundi,Armed security officers,Security,,,,,,,,,,1.407
BDI,Burundi,Battle-related deaths,Security,,,,,,,,,0.00890844806918546,
BDI,Burundi,Clientelism,Political,,,,,,,,,0.908,
BDI,Burundi,Conflict risk,Security,,,,,,,,,6.3,
BDI,Burundi,Control over territory,Security,,,,,,,,,92.5,
BDI,Burundi,Corruption,Political,,,,,,,,,17,
BDI,Burundi,Debt,Economic,,,,,,45.263,,,,
BDI,Burundi,Disaster risk,Environmental,,,,,,,,,3.8,
BDI,Burundi,Education,Economic,,,,,,,,,0.418,
BDI,Burundi,Environmental performance,Environmental,,,,,,,,,27.43,
BDI,Burundi,Food insecurity,Economic,,,,,,,,,8.8,
BDI,Burundi,Food insecurity,Environmental,,,,,,,,,8.8,
BDI,Burundi,Formal alliances,Security,,,,,,,4,,,
BDI,Burundi,GDP growth,Economic,,,,,,,,,-1.56705346305485,
BDI,Burundi,Gender discrimination,Security,,,,,,,,31.9,,
BDI,Burundi,Gender inequality,Societal,,,,,,,,,0.52,
BDI,Burundi,GINI,Societal,,,,,,,,41.7999992370605,,
BDI,Burundi,Government effectiveness,Environmental,,,,,,,,,-1.419982,
BDI,Burundi,Government effectiveness,Political,,,,,,,,,-1.419982,
BDI,Burundi,Homicide rate,Security,,,,,,,6,,,
BDI,Burundi,Horizontal inequality,Societal,,,,,,,,,0.588,
BDI,Burundi,Impact of terrorism,Security,,,,,,,,,5.102,
BDI,Burundi,Infectious diseases,Environmental,,,,,,,,350.903793590208,,
BDI,Burundi,Judicial constraints,Political,,,,,,,,,0.055,
BDI,Burundi,Legislative constraints,Political,,,,,,,,,0.109,
BDI,Burundi,NEET,Economic,,,,,,,,6.19,,
BDI,Burundi,Non-state and one-sided violence,Security,,,,,,,,,0.0775514686726965,
BDI,Burundi,Physical integrity,Political,,,,,,,,,0.028,
BDI,Burundi,Police officers,Security,,,,,,,,,,1.748
BDI,Burundi,Regional government independence,Political,,,,,,,,,0.248,
BDI,Burundi,Regulatory quality,Economic,,,,,,,,,-0.982583,
BDI,Burundi,Remoteness,Economic,,,,,,,72.1934661865234,,,
BDI,Burundi,Resource dependence,Economic,,,,,,,,16.2107706692955,,
BDI,Burundi,Rule of law,Environmental,,,,,,,,,-1.496611,
BDI,Burundi,Rule of law,Security,,,,,,,,,-1.496611,
BDI,Burundi,Share of women in labour force,Economic,,,,,,,,,,103.553843138018
BDI,Burundi,Socio-economic vulnerability,Economic,,,,,,,,,7,
BDI,Burundi,Socio-economic vulnerability,Environmental,,,,,,,,,7,
BDI,Burundi,Stability,Political,,,,,,,,,-1.597951,
BDI,Burundi,Strength of civil society,Environmental,,,,,,,,,0.132,
BDI,Burundi,Strength of civil society,Societal,,,,,,,,,0.132,
BDI,Burundi,Unemployment rate,Economic,,,,,,,,,1.52799999713898,
BDI,Burundi,Uprooted people,Societal,,,,,,,,,6.9,
BDI,Burundi,Urbanisation,Environmental,,,,,,,,,5.70008634067739,
BDI,Burundi,Urbanisation,Societal,,,,,,,,,5.70008634067739,
BDI,Burundi,Violent crime,Security,,,,,,,0,,,
BDI,Burundi,Voice and accountability,Political,,,,,,,,,-1.651565,
BDI,Burundi,Voice and accountability,Societal,,,,,,,,,-1.651565,
BDI,Burundi,Women in parliament,Political,,,,,,,,,36.4,
BEL,Belgium,Access to justice,Societal,,,,,,,,,0.98,
BEL,Belgium,Aid dependency,Economic,,,,,,,,,0.4,
BEL,Belgium,Armed security officers,Security,,,,,,,,,,1.357
BEL,Belgium,Battle-related deaths,Security,,,,,,,,,0.025791956625946,
BEL,Belgium,Clientelism,Political,,,,,,,,,0.037,
BEL,Belgium,Conflict risk,Security,,,,,,,,,2.4,
BEL,Belgium,Control over territory,Security,,,,,,,,,100,
BEL,Belgium,Corruption,Political,,,,,,,,,75,
BEL,Belgium,Debt,Economic,,,,,,,,,102.03,
BEL,Belgium,Disaster risk,Environmental,,,,,,,,,1.7,
BEL,Belgium,Education,Economic,,,,,,,,,0.893,
BEL,Belgium,Environmental performance,Environmental,,,,,,,,,77.38,
BEL,Belgium,Food insecurity,Economic,,,,,,,,,0.2,
BEL,Belgium,Food insecurity,Environmental,,,,,,,,,0.2,
BEL,Belgium,Formal alliances,Security,,,,,,,3,,,
BEL,Belgium,GDP growth,Economic,,,,,,,,,1.02123333687707,
BEL,Belgium,Gender discrimination,Security,,,,,,,,8.4,,
BEL,Belgium,Gender inequality,Societal,,,,,,,,,0.045,
BEL,Belgium,GINI,Societal,,,,,,,,26.2000007629395,,
BEL,Belgium,Government effectiveness,Environmental,,,,,,,,,1.171748,
BEL,Belgium,Government effectiveness,Political,,,,,,,,,1.171748,
BEL,Belgium,Homicide rate,Security,,,,,,,,1.7,,
BEL,Belgium,Horizontal inequality,Societal,,,,,,,,,2.052,
BEL,Belgium,Impact of terrorism,Security,,,,,,,,,3.636,
BEL,Belgium,Infectious diseases,Environmental,,,,,,,,60.0626697653993,,
BEL,Belgium,Judicial constraints,Political,,,,,,,,,0.899,
BEL,Belgium,Legislative constraints,Political,,,,,,,,,0.903,
BEL,Belgium,NEET,Economic,,,,,,,,,9.15,
BEL,Belgium,Non-state and one-sided violence,Security,,,,,,,,,0.0968459077766323,
BEL,Belgium,Physical integrity,Political,,,,,,,,,0.953,
BEL,Belgium,Police officers,Security,,,,,,,,,,2.701
BEL,Belgium,Regional government independence,Political,,,,,,,,,0.977,
BEL,Belgium,Regulatory quality,Economic,,,,,,,,,1.233861,
BEL,Belgium,Remoteness,Economic,,,,,,,0,,,
BEL,Belgium,Resource dependence,Economic,,,,,,,,0.0188079773955007,,
BEL,Belgium,Rule of law,Environmental,,,,,,,,,1.3679,
BEL,Belgium,Rule of law,Security,,,,,,,,,1.3679,
BEL,Belgium,Share of women in labour force,Economic,,,,,,,,,,81.6383283359214
BEL,Belgium,Socio-economic vulnerability,Economic,,,,,,,,,0.3,
BEL,Belgium,Socio-economic vulnerability,Environmental,,,,,,,,,0.3,
BEL,Belgium,Stability,Political,,,,,,,,,0.412356,
BEL,Belgium,Strength of civil society,Environmental,,,,,,,,,0.911,
BEL,Belgium,Strength of civil society,Societal,,,,,,,,,0.911,
BEL,Belgium,Unemployment rate,Economic,,,,,,,,,6.32299995422363,
BEL,Belgium,Uprooted people,Societal,,,,,,,,,5.4,
BEL,Belgium,Urbanisation,Environmental,,,,,,,,,0.452363134048895,
BEL,Belgium,Urbanisation,Societal,,,,,,,,,0.452363134048895,
BEL,Belgium,Violent crime,Security,,,,,,,1,,,
BEL,Belgium,Voice and accountability,Political,,,,,,,,,1.397253,
BEL,Belgium,Voice and accountability,Societal,,,,,,,,,1.397253,
BEL,Belgium,Women in parliament,Political,,,,,,,,,38,
BEN,Benin,Access to justice,Societal,,,,,,,,,0.942,
BEN,Benin,Aid dependency,Economic,,,,,,,,,2.3,
BEN,Benin,Armed security officers,Security,,,,,,,,,,1.093
BEN,Benin,Battle-related deaths,Security,,,,,,,,,0,
BEN,Benin,Clientelism,Political,,,,,,,,,0.571,
BEN,Benin,Conflict risk,Security,,,,,,,,,2,
BEN,Benin,Control over territory,Security,,,,,,,,,85.75,
BEN,Benin,Corruption,Political,,,,,,,,,40,
BEN,Benin,Debt,Economic,,,,,,,,,41.047,
BEN,Benin,Disaster risk,Environmental,,,,,,,,,2.8,
BEN,Benin,Education,Economic,,,,,,,,,0.476,
BEN,Benin,Environmental performance,Environmental,,,,,,,,,38.17,
BEN,Benin,Food insecurity,Economic,,,,,,,,,2.4,
BEN,Benin,Food insecurity,Environmental,,,,,,,,,2.4,
BEN,Benin,Formal alliances,Security,,,,,,,4,,,
BEN,Benin,GDP growth,Economic,,,,,,,,,3.97518359608362,
BEN,Benin,Gender discrimination,Security,,,,,,,,27.7,,
BEN,Benin,Gender inequality,Societal,,,,,,,,,0.613,
BEN,Benin,GINI,Societal,,,,,,,,36.5,,
BEN,Benin,Government effectiveness,Environmental,,,,,,,,,-0.5659866,
BEN,Benin,Government effectiveness,Political,,,,,,,,,-0.5659866,
BEN,Benin,Homicide rate,Security,,,,,,,,1.1,,
BEN,Benin,Horizontal inequality,Societal,,,,,,,,,1.783,
BEN,Benin,Impact of terrorism,Security,,,,,,,,,0,
BEN,Benin,Infectious diseases,Environmental,,,,,,,,304.544326619817,,
BEN,Benin,Judicial constraints,Political,,,,,,,,,0.825,
BEN,Benin,Legislative constraints,Political,,,,,,,,,0.755,
BEN,Benin,NEET,Economic,,17.23,,,,,,,,
BEN,Benin,Non-state and one-sided violence,Security,,,,,,,,,0,
BEN,Benin,Physical integrity,Political,,,,,,,,,0.917,
BEN,Benin,Police officers,Security,,,,,,,,,,3.5
BEN,Benin,Regional government independence,Political,,,,,,,,,0.472,
BEN,Benin,Regulatory quality,Economic,,,,,,,,,-0.3391147,
BEN,Benin,Remoteness,Economic,,,,,,,42.4235954284668,,,
BEN,Benin,Resource dependence,Economic,,,,,,,,5.757889959429,,
BEN,Benin,Rule of law,Environmental,,,,,,,,,-0.6751704,
BEN,Benin,Rule of law,Security,,,,,,,,,-0.6751704,
BEN,Benin,Share of women in labour force,Economic,,,,,,,,,,94.5739442343351
BEN,Benin,Socio-economic vulnerability,Economic,,,,,,,,,6.7,
BEN,Benin,Socio-economic vulnerability,Environmental,,,,,,,,,6.7,
BEN,Benin,Stability,Political,,,,,,,,,-0.132421,
BEN,Benin,Strength of civil society,Environmental,,,,,,,,,0.939,
BEN,Benin,Strength of civil society,Societal,,,,,,,,,0.939,
BEN,Benin,Unemployment rate,Economic,,,,,,,,,2.125,
BEN,Benin,Uprooted people,Societal,,,,,,,,,2.5,
BEN,Benin,Urbanisation,Environmental,,,,,,,,,3.89134692985346,
BEN,Benin,Urbanisation,Societal,,,,,,,,,3.89134692985346,
BEN,Benin,Violent crime,Security,,,,,,,1.66666666666667,,,
BEN,Benin,Voice and accountability,Political,,,,,,,,,0.2674125,
BEN,Benin,Voice and accountability,Societal,,,,,,,,,0.2674125,
BEN,Benin,Women in parliament,Political,,,,,,,,,7.2,
BFA,Burkina Faso,Access to justice,Societal,,,,,,,,,0.631,
BFA,Burkina Faso,Aid dependency,Economic,,,,,,,,,2.3,
BFA,Burkina Faso,Armed security officers,Security,,,,,,,,,,1.085
BFA,Burkina Faso,Battle-related deaths,Security,,,,,,,,,0.196968234594483,
BFA,Burkina Faso,Clientelism,Political,,,,,,,,,0.598,
BFA,Burkina Faso,Conflict risk,Security,,,,,,,,,3.9,
BFA,Burkina Faso,Control over territory,Security,,,,,,,,,73,
BFA,Burkina Faso,Corruption,Political,,,,,,,,,41,
BFA,Burkina Faso,Debt,Economic,,,,,,,,,42.88,
BFA,Burkina Faso,Disaster risk,Environmental,,,,,,,,,3.6,
BFA,Burkina Faso,Education,Economic,,,,,,,,,0.3,
BFA,Burkina Faso,Environmental performance,Environmental,,,,,,,,,42.83,
BFA,Burkina Faso,Food insecurity,Economic,,,,,,,,,4.3,
BFA,Burkina Faso,Food insecurity,Environmental,,,,,,,,,4.3,
BFA,Burkina Faso,Formal alliances,Security,,,,,,,4,,,
BFA,Burkina Faso,GDP growth,Economic,,,,,,,,,3.49944439886167,
BFA,Burkina Faso,Gender discrimination,Security,,,,,,,,35.5,,
BFA,Burkina Faso,Gender inequality,Societal,,,,,,,,,0.612,
BFA,Burkina Faso,GINI,Societal,,,,,,,,35.2999992370605,,
BFA,Burkina Faso,Government effectiveness,Environmental,,,,,,,,,-0.5783429,
BFA,Burkina Faso,Government effectiveness,Political,,,,,,,,,-0.5783429,
BFA,Burkina Faso,Homicide rate,Security,,,,,,,,1.3,,
BFA,Burkina Faso,Horizontal inequality,Societal,,,,,,,,,1.31,
BFA,Burkina Faso,Impact of terrorism,Security,,,,,,,,,5.418,
BFA,Burkina Faso,Infectious diseases,Environmental,,,,,,,,456.821915693779,,
BFA,Burkina Faso,Judicial constraints,Political,,,,,,,,,0.596,
BFA,Burkina Faso,Legislative constraints,Political,,,,,,,,,0.533,
BFA,Burkina Faso,Non-state and one-sided violence,Security,,,,,,,,,0.137592858241009,
BFA,Burkina Faso,Physical integrity,Political,,,,,,,,,0.749,
BFA,Burkina Faso,Police officers,Security,,,,,,,,,,3.25
BFA,Burkina Faso,Regional government independence,Political,,,,,,,,,0.769,
BFA,Burkina Faso,Regulatory quality,Economic,,,,,,,,,-0.3863249,
BFA,Burkina Faso,Remoteness,Economic,,,,,,,54.9197311401367,,,
BFA,Burkina Faso,Resource dependence,Economic,,,,,,,,19.9420184888412,,
BFA,Burkina Faso,Rule of law,Environmental,,,,,,,,,-0.4455683,
BFA,Burkina Faso,Rule of law,Security,,,,,,,,,-0.4455683,
BFA,Burkina Faso,Share of women in labour force,Economic,,,,,,,,,,77.7620679586285
BFA,Burkina Faso,Socio-economic vulnerability,Economic,,,,,,,,,6.8,
BFA,Burkina Faso,Socio-economic vulnerability,Environmental,,,,,,,,,6.8,
BFA,Burkina Faso,Stability,Political,,,,,,,,,-1.040907,
BFA,Burkina Faso,Strength of civil society,Environmental,,,,,,,,,0.844,
BFA,Burkina Faso,Strength of civil society,Societal,,,,,,,,,0.844,
BFA,Burkina Faso,Unemployment rate,Economic,,,,,,,,,6.05900001525879,
BFA,Burkina Faso,Uprooted people,Societal,,,,,,,,,5.3,
BFA,Burkina Faso,Urbanisation,Environmental,,,,,,,,,4.98415981781227,
BFA,Burkina Faso,Urbanisation,Societal,,,,,,,,,4.98415981781227,
BFA,Burkina Faso,Violent crime,Security,,,,,,,1,,,
BFA,Burkina Faso,Voice and accountability,Political,,,,,,,,,-0.0432251,
BFA,Burkina Faso,Voice and accountability,Societal,,,,,,,,,-0.0432251,
BFA,Burkina Faso,Women in parliament,Political,,,,,,,,,11,
BGD,Bangladesh,Access to justice,Societal,,,,,,,,,0.358,
BGD,Bangladesh,Aid dependency,Economic,,,,,,,,,1.2,
BGD,Bangladesh,Armed security officers,Security,,,,,,,,,,1.143
BGD,Bangladesh,Battle-related deaths,Security,,,,,,,,,0.00123856888120068,
BGD,Bangladesh,Clientelism,Political,,,,,,,,,0.504,
BGD,Bangladesh,Conflict risk,Security,,,,,,,,,6.9,
BGD,Bangladesh,Control over territory,Security,,,,,,,,,98,
BGD,Bangladesh,Corruption,Political,,,,,,,,,26,
BGD,Bangladesh,Debt,Economic,,,,,,,,,33.988,
BGD,Bangladesh,Disaster risk,Environmental,,,,,,,,,8.2,
BGD,Bangladesh,Education,Economic,,,,,,,,,0.513,
BGD,Bangladesh,Environmental performance,Environmental,,,,,,,,,29.56,
BGD,Bangladesh,Food insecurity,Economic,,,,,,,,,4.3,
BGD,Bangladesh,Food insecurity,Environmental,,,,,,,,,4.3,
BGD,Bangladesh,Formal alliances,Security,,,,,,,1,,,
BGD,Bangladesh,GDP growth,Economic,,,,,,,,,6.73701752220683,
BGD,Bangladesh,Gender discrimination,Security,,,,,,,,28.9,,
BGD,Bangladesh,Gender inequality,Societal,,,,,,,,,0.536,
BGD,Bangladesh,GINI,Societal,,,,,,,,33.2000007629395,,
BGD,Bangladesh,Government effectiveness,Environmental,,,,,,,,,-0.7483993,
BGD,Bangladesh,Government effectiveness,Political,,,,,,,,,-0.7483993,
BGD,Bangladesh,Homicide rate,Security,,,,,,,,2.2,,
BGD,Bangladesh,Horizontal inequality,Societal,,,,,,,,,-0.733,
BGD,Bangladesh,Impact of terrorism,Security,,,,,,,,,5.208,
BGD,Bangladesh,Infectious diseases,Environmental,,,,,,,,73.1774839894873,,
BGD,Bangladesh,Judicial constraints,Political,,,,,,,,,0.23,
BGD,Bangladesh,Legislative constraints,Political,,,,,,,,,0.127,
BGD,Bangladesh,NEET,Economic,,,,,,,,27.39,,
BGD,Bangladesh,Non-state and one-sided violence,Security,,,,,,,,,0.0119181198466182,
BGD,Bangladesh,Physical integrity,Political,,,,,,,,,0.184,
BGD,Bangladesh,Police officers,Security,,,,,,,,,,1.425
BGD,Bangladesh,Regional government independence,Political,,,,,,,,,0.455,
BGD,Bangladesh,Regulatory quality,Economic,,,,,,,,,-0.8262727,
BGD,Bangladesh,Remoteness,Economic,,,,,,,34.6691513061523,,,
BGD,Bangladesh,Resource dependence,Economic,,,,,,,,0.655052404742164,,
BGD,Bangladesh,Rule of law,Environmental,,,,,,,,,-0.6402364,
BGD,Bangladesh,Rule of law,Security,,,,,,,,,-0.6402364,
BGD,Bangladesh,Share of women in labour force,Economic,,,,,,,,,,44.5006719717381
BGD,Bangladesh,Socio-economic vulnerability,Economic,,,,,,,,,5.1,
BGD,Bangladesh,Socio-economic vulnerability,Environmental,,,,,,,,,5.1,
BGD,Bangladesh,Stability,Political,,,,,,,,,-1.03248,
BGD,Bangladesh,Strength of civil society,Environmental,,,,,,,,,0.678,
BGD,Bangladesh,Strength of civil society,Societal,,,,,,,,,0.678,
BGD,Bangladesh,Unemployment rate,Economic,,,,,,,,,4.30800008773804,
BGD,Bangladesh,Uprooted people,Societal,,,,,,,,,7.7,
BGD,Bangladesh,Urbanisation,Environmental,,,,,,,,,3.1855928338674,
BGD,Bangladesh,Urbanisation,Societal,,,,,,,,,3.1855928338674,
BGD,Bangladesh,Violent crime,Security,,,,,,,3,,,
BGD,Bangladesh,Voice and accountability,Political,,,,,,,,,-0.7284137,
BGD,Bangladesh,Voice and accountability,Societal,,,,,,,,,-0.7284137,
BGD,Bangladesh,Women in parliament,Political,,,,,,,,,20.3,
BGR,Bulgaria,Access to justice,Societal,,,,,,,,,0.789,
BGR,Bulgaria,Aid dependency,Economic,,,,,,,,,0.6,
BGR,Bulgaria,Armed security officers,Security,,,,,,,,,,1.67
BGR,Bulgaria,Battle-related deaths,Security,,,,,,,,,0,
BGR,Bulgaria,Clientelism,Political,,,,,,,,,0.49,
BGR,Bulgaria,Conflict risk,Security,,,,,,,,,0.3,
BGR,Bulgaria,Control over territory,Security,,,,,,,,,100,
BGR,Bulgaria,Corruption,Political,,,,,,,,,42,
BGR,Bulgaria,Debt,Economic,,,,,,,,,20.445,
BGR,Bulgaria,Disaster risk,Environmental,,,,,,,,,3.5,
BGR,Bulgaria,Education,Economic,,,,,,,,,0.805,
BGR,Bulgaria,Environmental performance,Environmental,,,,,,,,,67.85,
BGR,Bulgaria,Food insecurity,Economic,,,,,,,,,2.4,
BGR,Bulgaria,Food insecurity,Environmental,,,,,,,,,2.4,
BGR,Bulgaria,Formal alliances,Security,,,,,,,28,,,
BGR,Bulgaria,GDP growth,Economic,,,,,,,,,3.84031545793022,
BGR,Bulgaria,Gender discrimination,Security,,,,,,,,15.6,,
BGR,Bulgaria,Gender inequality,Societal,,,,,,,,,0.218,
BGR,Bulgaria,GINI,Societal,,,,,,,,37,,
BGR,Bulgaria,Government effectiveness,Environmental,,,,,,,,,0.2718757,
BGR,Bulgaria,Government effectiveness,Political,,,,,,,,,0.2718757,
BGR,Bulgaria,Homicide rate,Security,,,,,,,,1.5,,
BGR,Bulgaria,Horizontal inequality,Societal,,,,,,,,,0.9,
BGR,Bulgaria,Impact of terrorism,Security,,,,,,,,,0.372,
BGR,Bulgaria,Infectious diseases,Environmental,,,,,,,,26.9425670478916,,
BGR,Bulgaria,Judicial constraints,Political,,,,,,,,,0.786,
BGR,Bulgaria,Legislative constraints,Political,,,,,,,,,0.908,
BGR,Bulgaria,NEET,Economic,,,,,,,,,15.04,
BGR,Bulgaria,Non-state and one-sided violence,Security,,,,,,,,,0,
BGR,Bulgaria,Physical integrity,Political,,,,,,,,,0.878,
BGR,Bulgaria,Police officers,Security,,,,,,,,,,2.571
BGR,Bulgaria,Regional government independence,Political,,,,,,,,,0.481,
BGR,Bulgaria,Regulatory quality,Economic,,,,,,,,,0.5765803,
BGR,Bulgaria,Resource dependence,Economic,,,,,,,,1.42573117526682,,
BGR,Bulgaria,Rule of law,Environmental,,,,,,,,,-0.029567,
BGR,Bulgaria,Rule of law,Security,,,,,,,,,-0.029567,
BGR,Bulgaria,Share of women in labour force,Economic,,,,,,,,,,80.3669028104606
BGR,Bulgaria,Socio-economic vulnerability,Economic,,,,,,,,,1.8,
BGR,Bulgaria,Socio-economic vulnerability,Environmental,,,,,,,,,1.8,
BGR,Bulgaria,Stability,Political,,,,,,,,,0.4196386,
BGR,Bulgaria,Strength of civil society,Environmental,,,,,,,,,0.869,
BGR,Bulgaria,Strength of civil society,Societal,,,,,,,,,0.869,
BGR,Bulgaria,Unemployment rate,Economic,,,,,,,,,5.26100015640259,
BGR,Bulgaria,Uprooted people,Societal,,,,,,,,,4.3,
BGR,Bulgaria,Urbanisation,Environmental,,,,,,,,,-0.280793034328988,
